Complaint_ID,Make,Model,Department,Complaint,Description,location
515,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"CRUISE CONTROL DOESN'T WORK PROPERLY, ACCELERATES.  TT",Pune
516,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN,ODOMETER NOT READING CORRECTLY.  TT,Vijayawada
517,TATA MOTORS,Punch EV,SAFETY,SEATS,"DOOR LATCH ON INSIDE DRIVERS DOOR HAS BROKEN ON TWO OCCASIONS, DRIVERS SIDE SEAT ANCHOR HAS A STRESS FRACTURE ALLOWING SEAT TO MOVE.  TT",Chandigarh
518,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,(802-482-2819)-AIRBAG DID NOT DEPLOY DURING FRONTEND COLLISION AT 45MPH. PLEASE DESCRIBE DETAILS.  TT,Amritsar
519,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,FRONTAL COLLISION DRIVERS AIRBAG DID NOT DEPLOY. HIT VAN BROADSIDE.  TT,Agra
520,TATA MOTORS,Punch,SAFETY,AIR BAGS:FRONTAL,FRONTAL COLLISION PASSENGERS AIRBAG DID NOT DEPLOY. HIT VAN BROADSIDE.  TT,Lucknow
521,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,"APPROXIMATE SPEED 40 MPH VERSES 20 MPH OTHER VEHICLE. UPON FRONTAL COLLISION, AIR BAG FAILED TO DEPLOY.  TT",Indore
522,TATA MOTORS,Tiago EV,UNKNOWN OR OTHER,UNKNOWN OR OTHER,"ENGINE STALLED WHILE DRIVING 45 TO 50 MPH; LIGHTS INTERMITTENTLY GOES OUT; POWER LOCKS UP; OTHER ELECTRICAL PROBLEMS; ALSO, OIL AND FUEL GAUGE INOPERATIVE.  TT",Indore
523,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH AT APPROX. 20MPH, 12:00 ABOVE BUMPER, AIRBAG FAILED TO DEPLOY.  TT",Allahabad
524,TATA MOTORS,Indica,SAFETY,AIR BAGS:FRONTAL,HAD INJURY TO THE EYE WHEN AIR BAG DEPLOYED FOR NO REASON.  TT,Pimpri-Chinchwad
525,TATA MOTORS,Tiago,SAFETY,AIR BAGS:FRONTAL,AT 12:00 POSITION AT 30-35MPH BOTH DRIVERS AIRBAG DID NOT DEPLOY.  TT,Jaipur
526,TATA MOTORS,Indigo,SAFETY,AIR BAGS:FRONTAL,AT 12:00 POSITION AT 30-35MPH BOTH PASSENGERS AIRBAG DID NOT DEPLOY.  TT,Chandigarh
527,TATA MOTORS,Safari,SAFETY,SEATS,VEHICLES FRONT DRIVER SEAT HOLDING MECHANISM IS BROKEN AND CAUSING HALF THE SEAT TO MOVE.  TT,Ghaziabad
528,TATA MOTORS,Tiago EV,SAFETY,SEATS,REAR SEAT IN THE EXTENDED CAB IS VERY LOOSE. PLEASE DESCRIBE FURTHER.  TT,Hyderabad
529,TATA MOTORS,Zest,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"UPON STARTING ENGINE SURGED, PLACED INTO REVERSE POSITION WITH FOOT ON BRAKE, VEHICLE ACCELERATED OUT OF CONTROL INTO FENCE, LURCHED FORWARD INTO GARAGE WALL.",Pune
530,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONT CRASH 5-15MPH, 12:00 ON FRONT BUMPER, DRIVERS AIRBAG FAILED TO DEPLOY.  TT",Jabalpur
531,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONT CRASH 5-15MPH, 12:00 ON FRONT BUMPER, PASSENGERS AIRBAG FAILED TO DEPLOY.  TT",Jodhpur
532,TATA MOTORS,Tiago,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"TOP ENGINE MOUNT COLLAPSED, CAUSING VEHICLE TO VIBRATE.  *SKD",Howrah
533,TATA MOTORS,Punch,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"ENGINE VALVE FAILED, CAUSING OIL TO SPILL OUT ONTO CARBURATOR AND ENGINE, RESULTING IN A FIRE.  *SKD",Faridabad
534,TATA MOTORS,Tiago EV,STEERING & SUSPENSION,SUSPENSION,"STABILIZER BAR/SWAY BAR FAILED, CAUSING VEHICLE TO MAKE NOISE WHEN GOING OVER ROUGH ROAD SURFACES/RAILROAD TRACKS.   *AK",Ludhiana
535,TATA MOTORS,Bolt,POWER TRAIN,"FUEL SYSTEM, GASOLINE",VEHICLE CAUGHT ON FIRE WHILE DRIVING AT 55MPH. PLEASE DESCRIBE DETAILS.  TT,Dhanbad
536,TATA MOTORS,Sumo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"CRACKED ENGINE HEAD CYLINDER, CAUSING COOLANT LEAKAGE UNDER OR AROUND REAR SIDE CENTER CYLINDER HEAD BOLT.  TT",Faridabad
537,TATA MOTORS,Bolt,STEERING & SUSPENSION,STEERING,"STEERING BECOMES SOFT/UNRESPONSIVE, CAUSING WHEEL TO SHAKE AROUND TURNS AT SPEEDS 45-60 MPH, RESULTING IN VEHICLE BOUNCING/NOT STOPPING.  *AK",Ghaziabad
538,TATA MOTORS,Sumo,SAFETY,STRUCTURE:BODY,DESIGN OF DRIVER'S SIDE SUNVISOR BLOCKS FIELD OF VISION; CAUSED ACCIDENT.  TT,Delhi
539,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHILE REPARKING VEHICLE, TRUCK SUDDENLY ACCELERATED CAUSING AN ACCIDENT.  TT",Chennai
540,TATA MOTORS,Altroz,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"CYLINDER HEAD GASKET IS DAMAGED, LEAKING COOLANT.  TT",Bengaluru
541,TATA MOTORS,Safari,SAFETY,SEAT BELTS,FRONT DRIVER AUTOMATIC MOTORIZED TRACK DOES NOT COMPLETELY PERFORM TO SECURE SEATBELT TIGHTNESS FOR USAGE. PLEASE DESCRIBE DETAILS.  TT,Faridabad
542,TATA MOTORS,Tigor,VEHICLE CONTROL,VEHICLE SPEED CONTROL,DRIVING DOWN THE STREET AT 45 MPH AND CAR ACCELERATES TO 75 MPH.  TT,Kanpur
543,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL FAILED TO DISENGAGE.  *AK,Tiruchirappalli
544,TATA MOTORS,Indigo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION GEAR STICKS IN PARK, WILL NOT ENGAGED INTO REVERSE FROM PARK. PLEASE DESCRIBE DETAILS.  TT",Kanpur
545,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"WHEN DRIVING THE CAR CUT OFF AT STOP LIGHT,TRANSMISSION MAKE A NOISE.  TT",Ahmedabad
546,TATA MOTORS,Vista,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL DISENGAGES ITSELF WHEN DRIVING. UNINTENDED ACELERATION OCCURS WHEN ENGAGING CRUISE CONTROL.   TT,Dhanbad
547,TATA MOTORS,Nexon,VEHICLE CONTROL,VEHICLE SPEED CONTROL,ANTI LOCK BRAKE SYSTEM SOMETIME GRABS AND OTHER TIMES SHOOT FORWARD.  TT,Thane
548,TATA MOTORS,Tigor,SAFETY,AIR BAGS:FRONTAL,VEHICLE 12:00 POSITION AT 35MPH AND DRIVERS SIDE AIRBAG DID NOT DEPLOY AND DRIVER HIT WINDSHIELD.  TT,Kota
549,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION; PURCHASE TRUCK USED HAVING PROBLEM WITH THE TRANSMISSION CONSUMER THINK TRUCK BEEN IN AN ACCIDENT IT BEEN WORK ON ABOUT THREE TIMES MAKING NOISE.,Ahmedabad
550,TATA MOTORS,Tigor,SAFETY,AIR BAGS:FRONTAL,DRIVER SIDE AIRBAGS DID NOT DEPLOY UPON 12:OO IMPACT AT 60MPH.  TT,Coimbatore
551,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,PASSENGER SIDE AIRBAGS DID NOT DEPLOY UPON 12:OO IMPACT AT 60MPH.  TT,Patna
552,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION; PURCHASE CAR USED AND HAD TO REPLACE THE TRANSMISSION WAS REPLACED AT 500 MILES DEALER WOULDN'T REPLACE.  TT,Faridabad
553,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,"DRIVERS AIRBAG DEPLOYED UPON HITTING POT-HOLE CAUSING LOSS OF VISION AND STEERING CONTROL, CAUSING UNDERCARRIAGE DAMAGE.  TT",Varanasi
554,TATA MOTORS,Indigo,SAFETY,AIR BAGS:FRONTAL,PASSENGERS AIRBAG DEPLOYED UPON HITTING POT-HOLE CAUSING LOSS OF VISION AND STEERING CONTROL. PLEASE DESCRIBE DETAILS.  TT,Amritsar
555,TATA MOTORS,Tigor,UNKNOWN OR OTHER,UNKNOWN OR OTHER,RECALL PART IS NOT IN AND HAS NOT BEEN IN FOR THREE WEEKS. PLEASE DESCRIBE FURTHER.  TT,Amritsar
556,TATA MOTORS,Hexa,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,ENGINE; CAR HAD THREE FIRE FROM TRANSMISSION FLUID FALLING ON THE TRANSMISSION.  TT,Jabalpur
557,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION WENT WHILE DRIVING AT 20 MPH.  TT,Pimpri-Chinchwad
558,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,VEHICLES TRANSMISSION DOES NOT GO FROM PARK TO DRIVE.AND IN ANY GEAR IT WILL NOT GO INTO REVERSE.  TT,Solapur
559,TATA MOTORS,Tigor,VEHICLE CONTROL,VEHICLE SPEED CONTROL,ENGINE WILL RAVE WHEN AUTO TRANSMISSION IS PLACED IN REVERSE.  TT,Coimbatore
560,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION IMPACT 12:00 SPEED 25 MPH, AIR BAG DID NOT DEPLOY.  TT",Navi Mumbai
561,TATA MOTORS,Indica,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION IMPACT 12:00 POSITION, SPEED 35 MPH AIR BAG DEPLOYED BUT DID NOT INFLATE.  TT",Gwalior
562,TATA MOTORS,Nexon,STEERING & SUSPENSION,STEERING,"VEHICLE PULLS TO RIGHT WHEN DRIVING, MAKING IT DIFFICULT TO MAINTAIN STEERING CONTROL. REPAIRED 5 TIMES  TT",Gwalior
563,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION PROBLEMS.   *AK,Navi Mumbai
564,TATA MOTORS,Nexon,SAFETY,EXTERIOR LIGHTING,PARKING LIGH FAILURE.   *AK,Nashik
565,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,SHIFTED INTO REVERSE VEHICLE SURGED AND SHIFTED INTO DRIVE VEHICLE SURGED FORWARD INTO BRICK WALL.  TT,Amritsar
566,TATA MOTORS,Punch EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE EXPERIENCES HIGH IDLING RPMS AND SURGING INDICATIONS WHEN SHIFTING GEARS FROM REVERSE TO PARK. PLEASE DESCRIBE DETAILS.  TT,Rajkot
567,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"AUTO TRANSMISSION FAILURE, AFTER 36K MILES.  TT",Hyderabad
568,TATA MOTORS,Punch,POWER TRAIN,"FUEL SYSTEM, GASOLINE",VEHICLE CAUGHT ON FIRE WHILE PARKED.LOCATION IS UNKNOWN.  TT,Tiruchirappalli
569,TATA MOTORS,Punch,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE PERIODICALLLY SURGES OR BUCKS WHEN RPMS ARE BELOW 3000, CAUSING LOSS OF VEHICLE CONTROL. PLEASE DESCRIBE DETAILS.  TT",Chandigarh
570,TATA MOTORS,Harrier,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED ENGINE HEAD GASKET.   *AK,Bhopal
571,TATA MOTORS,Harrier,VEHICLE CONTROL,TIRES:TREAD/BELT,"TIRE; THE TREAD HAD 1032 OF TREAD  AND TWO OF THE TIRES HAD 732,ONE HAS 9 AND ONE HAS 3 GO BAD FROM THE INSIDE.  TT",Navi Mumbai
572,TATA MOTORS,Nano,UNKNOWN OR OTHER,UNKNOWN OR OTHER,FLOOR MAT; THE EXTRA FLOOR MAT CATCHES THE THROTTLE AND HOLD IT DOWN THIS ALMOST CAUSE ACCIDENT THE MAT SHOULD BE DESIGNED SO IT WOULD NOT STICK.  TT,Hyderabad
573,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,HIT A RACOON DRIVER AND PASSENGER SIDE AIRBAG DEPLOYED CHILD IN CAR SEAT INJURIES CUT LIP AND A BLACK EYE.  TT,Bhopal
574,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"THE TRANSMISSION BURNED OUT AFTER 50,000 MILES. PLEASE DESCRIBE FURTHER.  TT",Vijayawada
575,TATA MOTORS,Zest,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION IMPACT 12:00 POSITION SPEED 50 MPH, AIR BAG DID NOT DEPLOY.  TT",Nagpur
576,TATA MOTORS,Vista,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"AUTOMATIC TRANSMISSION FAILURE AFTER 40 TO 50,000 MILES.  TT",Guwahati
577,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,"AIRBAG DEPLOYED IN FRONTAL COLLISION AT 35MPH KILLING THE DRIVER WHO WAS 5'2"".  TT",Srinagar
578,TATA MOTORS,Bolt,POWER TRAIN,"FUEL SYSTEM, GASOLINE",CAR WAS PARK IN A LOT AND CAR CAUGHT FIRE.  TT,Dhanbad
579,TATA MOTORS,Aria,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,ENGINE; WHEN THE SEAL BREAK WATER GO INTO THE ENGINE.  TT,Gwalior
580,TATA MOTORS,Tigor,VEHICLE CONTROL,TIRES,"TIRE; THE TREAD HAD 1032 OF TREAD  AND TWO OF THE TIRES HAD 732,ONE HAS 9 AND ONE HAS 3 GO BAD FROM THE INSIDE.  TT",Bengaluru
581,TATA MOTORS,Indigo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL; SET THE CONTROL TO 60 MPH TRY TO TAKE IT OFF COULDN'T PULL OFF THE ROAD AND CUT CAR OFF.  TT,Delhi
582,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTOMATIC TRANSMISSION FAILURE.  TT,Solapur
583,TATA MOTORS,Safari,SAFETY,SEAT BELTS,"WHILE DRIVING LOW TO HIGH SPEED, EXPERIENCES INTERMITTENT AUTOMATIC SHOULDER HARNESS LOCKUP, WHEN TURNING, STATIONARY OR DRIVING ALONG TO THE POINT OF CHOKING.",Howrah
584,TATA MOTORS,Nano,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"EXPERIENCED SUDDEN ACCELERATION WHILE PARKING THE VEHICLE WITHOUT WARNING, IMPACT 12:00, POSITION SPEED UNKNOWN.  TT",Jabalpur
585,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,VEHICLE EXPERIENCES TRANSMISSION PROBLEM WHEN STARTING FROM A COMPLETE STOP.  TT,Thane
586,TATA MOTORS,Vista,SAFETY,SEAT BELTS,"FRONT AUTOMATIC SHOULDER HARNESS PREMATURELY LOCKS UP DURING NORMAL DRIVING, WITHOUT BEING ACTIVATED.   TT",Dhanbad
587,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,WHEN THE RESUME BUTTON IS PUSHED ON CRUISE CONTROL THE VEHICLE SURGES.  TT,Amritsar
588,TATA MOTORS,Harrier,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHEN THE RESUME BUTTON IS PUSHED ON CRUISE CONTROL, THE VEHICLE SURGES.  TT",Hyderabad
589,TATA MOTORS,Zest,SAFETY,SEAT BELTS,DRIVER SIDE AUTOMATIC SEATBELT FAILED.  TT,Varanasi
590,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"WHILE DRIVING SMOKE CAME OUT, ENGINE HEAD GASKETS WARPED AND SPLIT.  TT",Tiruchirappalli
591,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE SUDDENLY ACCELERATED CAUSING FRONTEND COLLISION AT HIGH UNKNOWN SPEED CRASHING INTO 2 VEHICLES AND MEDIAN STRIP. PLEASE DESCRIBE DETAILS.  TT,Navi Mumbai
592,TATA MOTORS,Safari,VEHICLE CONTROL,VEHICLE SPEED CONTROL,ACCELERATOR STUCK IN THE OPEN POSITION.  TT,Srinagar
593,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE SUDDENLY ACCELERATES OR SURGES, CAUSING LOSS OF VEHICLE CONTROL. PLEASE DESCRIBE INCIDENTS.  TT",Pimpri-Chinchwad
594,TATA MOTORS,Altroz,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"AUTOMATIC TRANSMISSION LOCKUP COMPLETELY WHILE DRIVING, NEED TO REPLACE TRANSMISSION.  TT",Vasai-Virar
595,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION; CAR RUN 100 TO 200 MILES CAR BREAK DOWN CAR BEEN IN SHOP ABOUT 240 TIMES.  TT,Madurai
596,TATA MOTORS,Tigor,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,OWNER FEELS REPLACEMENT OF THE VALVE COVER WILL NOT REMEDY THE PROBLEM BY JUST CHECKING THE CONNECTING RODS. STILL POTENTIAL OF ENGINE OVERHEATING.  TT,Jodhpur
597,TATA MOTORS,Tiago EV,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,"ELECTRICAL SYSTEM FAILURE, POWER DOOR FAILURE.  TT",Nashik
598,TATA MOTORS,Altroz,VEHICLE CONTROL,VEHICLE SPEED CONTROL,THROTTLE LINKAGES ACCELERATE; CAR ACCELERATE ONLY IN COLD WEATHER DEALER CHANGE THE ACCELERATOR CABLE CAR IS STILL DOING THE SAME THING.  TT,Visakhapatnam
599,TATA MOTORS,Tiago EV,SAFETY,STRUCTURE:BODY,GAS TANK GAUGE; IS NOT READING RIGHT AND THE WINDSHEILD REFLECTS THE DASH BOARD IF DIRTY IT IS A VISUAL PROBLEM.  TT,Raipur
600,TATA MOTORS,Punch EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"FRONT/REAR MOTOR MOUNTS FAILED, RESULTING IN LOSS OF CONTROL/ACCIDENT.  *AK",Indore
601,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILED TWICE DUE TO DEFECTIVE DRIVE CHAIN AND FRONT/REAR PLANETARY SHELLS.  *AK,Kota
602,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"WELDS AT BASE OF SPINDLE SURROUNDING PLANETARY GEAR FAILED, RESULTING IN TRANSMISSION FAILURE.   *AK",Ghaziabad
603,TATA MOTORS,Harrier,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION LINKAGE DISCONNECTED AFTER CLIMBING A HILL.   *AK,Raipur
604,TATA MOTORS,Vista,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILS TO SHIFT INTO GEAR AFTER STARTING/DEPRESSING BRAKE PEDAL.,Ghaziabad
605,TATA MOTORS,Safari,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,"ELECTRICAL PROBLEMS, CAUSING VEHICLE TO STALL/SURGE.",Vasai-Virar
606,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILURE.,Dhanbad
607,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION LOCKED UP, CAUSING VEHICLE TO COME TO AN ABRUPT HALT, RESULTING IN INJURIES.  *AK",Indore
608,TATA MOTORS,Sumo,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION FAILS TO SHIFT INTO GEAR, ALSO ENGINE REVVS BEFORE FIRST GEAR ENGAGES.  *AK",Gwalior
609,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION DOWNSHIFTS ERRATICALLY DUE TO COMPUTER PROBLEMS.  *AK,Thane
610,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION WOULD NOT SHIFT INTO GEAR AFTER STARTING//MUST BE PUT BACK INTO PARK THEN INTO GEAR, ALSO TRANSFER CASE (4WD) BROKE 4 TIMES. *AK",Vasai-Virar
611,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"GASOLINE ODOR INSIDE CAB OF VEHICLE PRIOR TO RECALL (94V-035), CAUSING HEADACHES, REPAIRS REFUSED DUE TO BEING PREVIOUSLY REPAIRED.   *SKD",Rajkot
612,TATA MOTORS,Aria,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION FAILED, CAUSING VEHICLE TO STALL, ALSO TORQUE CONVERTER FAILED.  *SKD",Agra
613,TATA MOTORS,Zest,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED BOTH MOTOR MOUNTS DUE TO PLAY IN DRIVE TRAIN/CLUNKING NOISE.,Pune
614,TATA MOTORS,Tiago EV,STEERING & SUSPENSION,SUSPENSION,LEFT/RIGHT CONTROL ACTUATOR REPLACED DUE TO AIR SUSPENSION GOING DOWN.,Tiruchirappalli
615,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILED.  *SKD,Dhanbad
616,TATA MOTORS,Harrier,UNKNOWN OR OTHER,UNKNOWN OR OTHER,"DASH PANEL CRACKED, RENDERING SLAVE CYLINDER/CLUTCH INOPERABLE. (F150)  *SKD",Rajkot
617,TATA MOTORS,Nexon,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE SUDDENLY ACCELERATED, CAUSING LOSS OF CONTROL/ACCIDENT/INJURY.",Vadodara
618,TATA MOTORS,Sumo,UNKNOWN OR OTHER,UNKNOWN OR OTHER,CHECK ENGINE LIGHT CAME ON.  *SKD,Agra
619,TATA MOTORS,Punch,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"SUDDEN ACCELERATION, CAUSING LOSS OF CONTROL/ACCIDENT/INJURY.  *SKD",Tiruchirappalli
620,TATA MOTORS,Nexon,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"SPEED SENSOR FAILED, CAUSING, CAUSING ABS LIGHT TO COME ON/REAR BRAKES TO RELEASE.",Tiruchirappalli
621,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TORQUE CONVERTER FAILURE, CAUSING LOSS OF POWER/ENGINE DRAG WHEN TRANSMISSION SHIFTS INTO 4TH GEAR.  *SKD",Patna
622,TATA MOTORS,Safari,SAFETY,AIR BAGS,"NO DEPLOYMENT OF DRIVER'S AIR BAG DURING COLLISION. ""DUP: SEE 957816"".  *SKD",Pimpri-Chinchwad
623,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,NO DEPLOYMENT OF DRIVER'S AIR BAD DURING ACCIDENT.,Nashik
624,TATA MOTORS,Indica,STEERING & SUSPENSION,STEERING,STEERING VIBRATION.,Vasai-Virar
625,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION FAILED WHEN COMPUTER SHIFTED INTO LOW GEAR, CAUSING VEHICLE TO SWERVE/LOSE CONTROL WHEN SHAFT SNAPPED.  *AK",Agra
626,TATA MOTORS,Nexon,VEHICLE CONTROL,VEHICLE SPEED CONTROL,SUDDEN ACCELERATION WHEN APPLYING BRAKE.  *SKD,Tiruchirappalli
627,TATA MOTORS,Bolt,POWER TRAIN,"FUEL SYSTEM, GASOLINE",GASOLINE ODOR INSIDE CAB OF VEHICLE.  *SKD,Navi Mumbai
628,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION SLIPS WHEN COLD.,Nashik
629,TATA MOTORS,Nexon EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"CRACKED ENGINE BLOCK, ALSO REPLACED HEAD GASKET.    *AK",Raipur
630,TATA MOTORS,Vista,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,EXCESSIVE ENGINE OIL CONSUMPTION.   *AK,Vasai-Virar
631,TATA MOTORS,Safari,VEHICLE CONTROL,TIRES,"DEFECTIVE TIRES, CAUSING VIBRATION.",Howrah
632,TATA MOTORS,Bolt,SAFETY,SEATS,"SEAT TRACK LOCKS FAILED, CAUSING DRIVER'S SEAT BOTTOM TO MOVE, ALSO DRIVER'S ARMS REST FALLS DOWN .",Pune
633,TATA MOTORS,Punch EV,SAFETY,SEATS,"SEAT BRACKET HAS BROKEN THREE TIMES, SEAT ROCKS BACK AND FORTH.  TT",Indore
634,TATA MOTORS,Tigor EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,TRAVELING 40MPH VEHICLE SURGED AT HIGH RATE OF SPEED. BRAKES INOPERATIVE.  TT,Jodhpur
635,TATA MOTORS,Harrier,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"OVERDRIVE TRANSMISSION FAILURE, VEHICLE STALLS WHEN ACCELERATING.  TT",Kota
636,TATA MOTORS,Vista,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,"ELECTRICAL SHORT, CAUSING RESISTORS/FUSES/ELECTRICAL WINDOWS/HEATING/AIR CONDITIONING TO FAIL.    *AK",Bengaluru
637,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL REPLACED TWICE.   *AK,Ranchi
638,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,SNAP RING BROKE AND FLOATED THROUGH TRANSMISSION AND RUINED IT.  TT,Nagpur
639,TATA MOTORS,Tigor,SAFETY,AIR BAGS:FRONTAL,"DURING ACCIDENT AT 35 MPH HEAD ON, AIR BAG DID NOT DEPLOY.  TT",Hubli–Dharwad
640,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE ACCELERATES OUT OF CONTROL.  TT,Nashik
641,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,DURING REAR END COLLISON THE AIR BAG DID NOT DEPLOY. PASSENGER SEAT CAME UNLOCKED AND FLEW FORWARD.  TT,Varanasi
642,TATA MOTORS,Punch EV,SAFETY,SEATS,DURING REAR END COLLISON THE AIR BAG DID NOT DEPLOY. PASSENGER SEAT CAME UNLOCKED AND FLEW FORWARD.  TT,Patna
